verse_key,surah_number,surah_name_ar,ayah_number,verified_end_page,verified_end_x,verified_end_y,stored_page,stored_end_x,stored_end_y,endpoint_status,endpoint_status_ar,stored_nearest_verified_verse,same_page_distance_px,nearest_marker_distance_px,start_status,start_status_ar,requires_endpoint_fix,requires_start_geometry_fix,notes_ar
2:4,2,البقرة,4,2,213.5,1202.5,2,213.5,1202.5,CORRECT,مطابق,2:4,0.0,0.0,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:5,2,البقرة,5,2,408.0,1403.5,2,408.0,1403.5,CORRECT,مطابق,2:5,0.0,0.0,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:6,2,البقرة,6,3,868.0,198.25,3,868.0,198.0,CORRECT,مطابق,2:6,0.25,0.25,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
2:7,2,البقرة,7,3,306.0,318.5,3,306.0,318.0,CORRECT,مطابق,2:7,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:8,2,البقرة,8,3,43.0,436.5,3,43.0,436.0,CORRECT,مطابق,2:8,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:9,2,البقرة,9,3,809.5,671.0,3,809.0,671.0,CORRECT,مطابق,2:9,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:10,2,البقرة,10,3,276.0,789.75,3,276.0,789.5,CORRECT,مطابق,2:10,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:11,2,البقرة,11,3,214.0,908.5,3,214.0,908.0,CORRECT,مطابق,2:11,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:12,2,البقرة,12,3,314.0,1026.5,3,314.0,1026.0,CORRECT,مطابق,2:12,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:13,2,البقرة,13,3,203.5,1265.0,3,203.5,1264.5,CORRECT,مطابق,2:13,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:14,2,البقرة,14,3,534.75,1498.25,3,535.0,1498.0,CORRECT,مطابق,2:14,0.35,0.35,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:15,2,البقرة,15,3,652.5,1617.0,3,652.5,1616.5,CORRECT,مطابق,2:15,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:16,2,البقرة,16,3,43.0,1731.5,3,43.0,1731.0,CORRECT,مطابق,2:16,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:17,2,البقرة,17,4,150.5,197.25,4,150.0,197.0,CORRECT,مطابق,2:17,0.56,0.56,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
2:18,2,البقرة,18,4,587.0,313.5,4,587.0,313.0,CORRECT,مطابق,2:18,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:19,2,البقرة,19,4,247.75,549.5,4,248.0,549.0,CORRECT,مطابق,2:19,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:20,2,البقرة,20,4,726.5,903.5,4,726.5,903.0,CORRECT,مطابق,2:20,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:21,2,البقرة,21,4,331.5,1021.75,4,331.5,1021.5,CORRECT,مطابق,2:21,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:22,2,البقرة,22,4,903.5,1379.25,4,903.0,1379.0,CORRECT,مطابق,2:22,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:23,2,البقرة,23,4,776.5,1614.25,4,776.5,1614.0,CORRECT,مطابق,2:23,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:24,2,البقرة,24,4,42.5,1729.75,4,42.5,1729.5,CORRECT,مطابق,2:24,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:25,2,البقرة,25,5,163.5,432.0,5,164.0,431.5,CORRECT,مطابق,2:25,0.71,0.71,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
2:26,2,البقرة,26,5,724.5,1024.0,5,724.5,1023.5,CORRECT,مطابق,2:26,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:27,2,البقرة,27,5,275.5,1254.25,5,276.0,1254.0,CORRECT,مطابق,2:27,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:28,2,البقرة,28,5,341.5,1490.75,5,342.0,1490.5,CORRECT,مطابق,2:28,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:29,2,البقرة,29,5,47.0,1725.5,5,47.0,1725.0,CORRECT,مطابق,2:29,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:30,2,البقرة,30,6,147.5,321.0,6,147.5,320.5,CORRECT,مطابق,2:30,0.5,0.5,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
2:31,2,البقرة,31,6,278.25,552.0,6,278.0,551.5,CORRECT,مطابق,2:31,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:32,2,البقرة,32,6,211.5,670.5,6,211.5,670.0,CORRECT,مطابق,2:32,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:33,2,البقرة,33,6,657.75,1025.25,6,657.5,1025.0,CORRECT,مطابق,2:33,0.35,0.35,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:34,2,البقرة,34,6,125.5,1140.5,6,125.5,1140.0,CORRECT,مطابق,2:34,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:35,2,البقرة,35,6,166.0,1378.5,6,166.0,1378.0,CORRECT,مطابق,2:35,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:36,2,البقرة,36,6,148.0,1615.75,6,148.0,1615.0,CORRECT,مطابق,2:36,0.75,0.75,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:37,2,البقرة,37,6,39.25,1732.5,6,39.0,1732.0,CORRECT,مطابق,2:37,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:38,2,البقرة,38,7,296.0,204.75,7,296.0,204.5,CORRECT,مطابق,2:38,0.25,0.25,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
2:39,2,البقرة,39,7,42.0,319.25,7,42.0,319.0,CORRECT,مطابق,2:39,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:40,2,البقرة,40,7,510.5,559.5,7,510.5,559.0,CORRECT,مطابق,2:40,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:41,2,البقرة,41,7,599.0,796.5,7,599.0,796.0,CORRECT,مطابق,2:41,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:42,2,البقرة,42,7,674.5,909.5,7,674.5,909.0,CORRECT,مطابق,2:42,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:43,2,البقرة,43,7,545.0,1025.0,7,545.0,1024.5,CORRECT,مطابق,2:43,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:44,2,البقرة,44,7,42.5,1140.25,7,43.0,1140.0,CORRECT,مطابق,2:44,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:45,2,البقرة,45,7,43.5,1257.5,7,43.5,1257.0,CORRECT,مطابق,2:45,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:46,2,البقرة,46,7,43.0,1377.5,7,43.0,1377.0,CORRECT,مطابق,2:46,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:47,2,البقرة,47,7,815.5,1620.75,7,815.5,1620.0,CORRECT,مطابق,2:47,0.75,0.75,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:48,2,البقرة,48,7,42.5,1736.75,7,42.5,1737.0,CORRECT,مطابق,2:48,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:49,2,البقرة,49,8,701.0,311.5,8,701.0,311.0,CORRECT,مطابق,2:49,0.5,0.5,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
2:50,2,البقرة,50,8,364.0,429.25,8,364.0,429.0,CORRECT,مطابق,2:50,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:51,2,البقرة,51,8,45.0,550.5,8,45.0,550.0,CORRECT,مطابق,2:51,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:52,2,البقرة,52,8,45.0,670.5,8,45.0,670.0,CORRECT,مطابق,2:52,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:53,2,البقرة,53,8,45.0,787.5,8,45.0,787.0,CORRECT,مطابق,2:53,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:54,2,البقرة,54,8,909.5,1254.5,8,909.5,1254.0,CORRECT,مطابق,2:54,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:55,2,البقرة,55,8,251.5,1376.0,8,251.5,1375.0,CORRECT,مطابق,2:55,1.0,1.0,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:56,2,البقرة,56,8,383.5,1490.75,8,384.0,1490.5,CORRECT,مطابق,2:56,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:57,2,البقرة,57,8,46.0,1729.5,8,46.0,1729.0,CORRECT,مطابق,2:57,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:58,2,البقرة,58,9,295.5,309.5,9,295.5,309.0,CORRECT,مطابق,2:58,0.5,0.5,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
2:59,2,البقرة,59,9,310.5,552.5,9,310.5,552.0,CORRECT,مطابق,2:59,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:60,2,البقرة,60,9,45.5,901.0,9,45.5,900.5,CORRECT,مطابق,2:60,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:61,2,البقرة,61,9,45.0,1729.0,9,45.0,1728.5,CORRECT,مطابق,2:61,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:62,2,البقرة,62,10,267.5,310.5,10,268.0,310.0,CORRECT,مطابق,2:62,0.71,0.71,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
2:63,2,البقرة,63,10,246.5,545.75,10,246.5,545.5,CORRECT,مطابق,2:63,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:64,2,البقرة,64,10,873.75,779.75,10,874.0,779.5,CORRECT,مطابق,2:64,0.35,0.35,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:65,2,البقرة,65,10,476.5,900.5,10,476.0,900.0,CORRECT,مطابق,2:65,0.71,0.71,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:66,2,البقرة,66,10,218.5,1015.75,10,218.5,1015.0,CORRECT,مطابق,2:66,0.75,0.75,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:67,2,البقرة,67,10,45.0,1248.25,10,44.5,1248.0,CORRECT,مطابق,2:67,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:68,2,البقرة,68,10,888.5,1603.25,10,888.0,1603.0,CORRECT,مطابق,2:68,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:69,2,البقرة,69,10,46.5,1724.25,10,47.0,1724.0,CORRECT,مطابق,2:69,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:70,2,البقرة,70,11,643.0,203.5,11,643.0,203.0,CORRECT,مطابق,2:70,0.5,0.5,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
2:71,2,البقرة,71,11,127.5,435.75,11,127.5,435.5,CORRECT,مطابق,2:71,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:72,2,البقرة,72,11,42.5,554.5,11,42.5,554.0,CORRECT,مطابق,2:72,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:73,2,البقرة,73,11,575.25,793.5,11,575.0,793.0,CORRECT,مطابق,2:73,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:74,2,البقرة,74,11,41.5,1146.0,11,41.5,1145.5,CORRECT,مطابق,2:74,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:75,2,البقرة,75,11,850.75,1499.5,11,851.0,1499.0,CORRECT,مطابق,2:75,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:76,2,البقرة,76,11,42.0,1734.25,11,41.5,1734.0,CORRECT,مطابق,2:76,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:77,2,البقرة,77,12,44.5,79.75,12,44.5,80.5,CORRECT,مطابق,2:77,0.75,0.75,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
2:78,2,البقرة,78,12,817.5,316.5,12,817.5,316.0,CORRECT,مطابق,2:78,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:79,2,البقرة,79,12,45.0,551.5,12,44.5,551.0,CORRECT,مطابق,2:79,0.71,0.71,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:80,2,البقرة,80,12,435.0,904.5,12,435.0,904.0,CORRECT,مطابق,2:80,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:81,2,البقرة,81,12,751.0,1140.0,12,751.0,1139.5,CORRECT,مطابق,2:81,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:82,2,البقرة,82,12,246.0,1258.75,12,246.0,1258.5,CORRECT,مطابق,2:82,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:83,2,البقرة,83,12,44.0,1732.0,12,44.0,1731.5,CORRECT,مطابق,2:83,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:84,2,البقرة,84,13,47.0,198.25,13,47.0,198.0,CORRECT,مطابق,2:84,0.25,0.25,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
2:85,2,البقرة,85,13,626.5,1020.0,13,626.5,1019.5,CORRECT,مطابق,2:85,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:86,2,البقرة,86,13,47.0,1137.5,13,47.0,1137.0,CORRECT,مطابق,2:86,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:87,2,البقرة,87,13,268.5,1609.25,13,268.5,1609.0,CORRECT,مطابق,2:87,0.25,0.25,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:88,2,البقرة,88,13,46.5,1726.0,13,46.5,1726.0,CORRECT,مطابق,2:88,0.0,0.0,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:89,2,البقرة,89,14,46.5,300.75,14,46.5,300.0,CORRECT,مطابق,2:89,0.75,0.75,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
2:90,2,البقرة,90,14,47.0,660.0,14,47.0,659.5,CORRECT,مطابق,2:90,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:91,2,البقرة,91,14,846.5,1128.25,14,847.0,1128.0,CORRECT,مطابق,2:91,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:92,2,البقرة,92,14,127.5,1244.5,14,127.5,1244.0,CORRECT,مطابق,2:92,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:93,2,البقرة,93,14,47.0,1718.75,14,47.0,1718.0,CORRECT,مطابق,2:93,0.75,0.75,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:94,2,البقرة,94,15,127.0,192.75,15,127.0,192.0,CORRECT,مطابق,2:94,0.75,0.75,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
2:95,2,البقرة,95,15,42.5,306.25,15,43.0,306.0,CORRECT,مطابق,2:95,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:96,2,البقرة,96,15,196.0,662.5,15,196.0,662.0,CORRECT,مطابق,2:96,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:97,2,البقرة,97,15,43.0,898.75,15,43.0,898.0,CORRECT,مطابق,2:97,0.75,0.75,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:98,2,البقرة,98,15,289.5,1133.75,15,289.5,1133.0,CORRECT,مطابق,2:98,0.75,0.75,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:99,2,البقرة,99,15,43.5,1252.0,15,43.5,1251.5,CORRECT,مطابق,2:99,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:100,2,البقرة,100,15,807.5,1485.0,15,807.0,1485.0,CORRECT,مطابق,2:100,0.5,0.5,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:101,2,البقرة,101,15,44.5,1723.75,15,44.0,1723.5,CORRECT,مطابق,2:101,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:102,2,البقرة,102,16,473.5,1027.5,16,473.0,1027.0,CORRECT,مطابق,2:102,0.71,0.71,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
2:103,2,البقرة,103,16,47.0,1145.25,16,47.0,1145.0,CORRECT,مطابق,2:103,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:104,2,البقرة,104,16,199.5,1378.75,16,199.0,1378.5,CORRECT,مطابق,2:104,0.56,0.56,START_ANCHOR_OK_EXTRA_BLANK_TAIL_RECT,المرساة صحيحة لكن يوجد مستطيل زائد فوق فراغ قبل السطر التالي,False,True,احذف أول مستطيل الفارغ وابدأ من يمين السطر التالي
2:105,2,البقرة,105,16,49.0,1735.5,16,49.0,1735.0,CORRECT,مطابق,2:105,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:106,2,البقرة,106,17,283.0,205.25,17,283.0,205.0,CORRECT,مطابق,2:106,0.25,0.25,PAGE_START_OK_APPROX_TOP_LINE,بداية صفحة سليمة مع إحداثي علوي تقريبي,False,False,
2:107,2,البقرة,107,17,654.25,442.5,17,654.0,442.0,CORRECT,مطابق,2:107,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:108,2,البقرة,108,17,608.5,678.75,17,608.0,679.0,CORRECT,مطابق,2:108,0.56,0.56,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:109,2,البقرة,109,17,931.5,1151.25,17,931.5,1151.0,CORRECT,مطابق,2:109,0.25,0.25,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:110,2,البقرة,110,17,915.0,1384.0,17,915.0,1383.5,CORRECT,مطابق,2:110,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
2:111,2,البقرة,111,17,832.0,1624.0,17,832.0,1623.5,CORRECT,مطابق,2:111,0.5,0.5,START_ANCHOR_OK,مرساة البداية مطابقة لعلامة الآية السابقة,False,False,
